file,model,table,measure,expression,description,formatString,lineageTag
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_qtd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			-- get data for overridden date periods but still contextual
			var dates_tbl =  CALCULATETABLE(ssr_history , cal_end_dates[Date] >=  start_date_qtd &&  cal_end_dates[Date] <= end_date)
			
			var res = CALCULATE(
			    AVERAGEX(
			        dates_tbl,
			        ssr_history[step_success_prob]
			    )
			)
			
			RETURN
			IF( res = BLANK(), 0, res+0)",Rate of ssr history avg pred conv rate qtd. Respects the current filter context.,0%;-0%;0%,a7661ea2-dd6b-47da-85bd-6bc082ba7577
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_qtd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			-- get data for overridden date periods but still contextual
			var dates_tbl =  CALCULATETABLE(ssr_history , cal_end_dates[Date] >=  start_date_qtd_sply &&  cal_end_dates[Date] <= end_date_sply)
			
			var res = CALCULATE(
			    AVERAGEX(
			        dates_tbl,
			        ssr_history[step_success_prob]
			    )
			)
			
			RETURN
			IF( res = BLANK(), 0, res+0)",Rate of ssr history avg pred conv rate qtd sply. Respects the current filter context.,0%;-0%;0%,95aee519-49ef-40f5-9321-cf9872337c92
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_ytd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			-- get data for overridden date periods but still contextual
			var dates_tbl =  CALCULATETABLE(ssr_history , cal_end_dates[Date] >=  start_date_ytd &&  cal_end_dates[Date] <= end_date)
			
			var res = CALCULATE(
			    AVERAGEX(
			        dates_tbl,
			        ssr_history[step_success_prob]
			    )
			)
			
			RETURN
			IF( res = BLANK(), 0, res+0)",Rate of ssr history avg pred conv rate ytd. Respects the current filter context.,0%;-0%;0%,5ee5441d-db62-4f4b-835f-a6ad359bcec4
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_ytd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			-- get data for overridden date periods but still contextual
			var dates_tbl =  CALCULATETABLE(ssr_history , cal_end_dates[Date] >=  start_date_ytd_sply &&  cal_end_dates[Date] <= end_date_sply)
			
			var res = CALCULATE(
			    AVERAGEX(
			        dates_tbl,
			        ssr_history[step_success_prob]
			    )
			)
			
			RETURN
			IF( res = BLANK(), 0, res+0)",Rate of ssr history avg pred conv rate ytd sply. Respects the current filter context.,0%;-0%;0%,c60e975b-7f86-4ff8-840b-a3c1ed85c572
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_mtd_sply_diff,,Rate of ssr history avg pred conv rate mtd sply diff. Respects the current filter context.,"+0%;-0%;""-""",f1cc6965-f61e-43bb-836d-a29a05254b8b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_qtd_sply_diff,,Rate of ssr history avg pred conv rate qtd sply diff. Respects the current filter context.,"+0%;-0%;""-""",3d95bd9f-7317-4e35-b417-458c58089eed
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_ytd_sply_diff,,Rate of ssr history avg pred conv rate ytd sply diff. Respects the current filter context.,"+0%;-0%;""-""",160108aa-9552-4a62-b9f9-e3b804b6605d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_time_spent_mtd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var _accts = CALCULATE(
			    [meas.ssr_history_total_adj_duration_hrs],
			    cal_end_dates[Date] >=  start_date_mtd &&  cal_end_dates[Date] <= end_date
			)
			RETURN
			IF(_accts = BLANK(), 0, _accts)",Measure calculating ssr history target acct time spent mtd. Respects the current filter context.,"#,##0"" hrs""",32040deb-e9f8-49b6-86d4-57d274234256
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_time_spent_mtd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			
			var _accts = CALCULATE(
			    [meas.ssr_history_total_adj_duration_hrs],
			    cal_end_dates[Date] >=  start_date_mtd_sply &&  cal_end_dates[Date] <= end_date_sply
			)
			RETURN
			_accts",Measure calculating ssr history target acct time spent mtd sply. Respects the current filter context.,"#,##0"" hrs""",97a47477-106d-4fbc-94ad-8a4eb21fd63e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_time_spent_qtd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			
			var _accts = CALCULATE(
			    [meas.ssr_history_total_adj_duration_hrs],
			    cal_end_dates[Date] >=  start_date_qtd &&  cal_end_dates[Date] <= end_date
			)
			RETURN
			_accts",Measure calculating ssr history target acct time spent qtd. Respects the current filter context.,"#,##0"" hrs""",a2d6cb51-d02b-466c-aa6a-8737b0995034
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_time_spent_qtd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			
			var _accts = CALCULATE(
			    [meas.ssr_history_total_adj_duration_hrs],
			    cal_end_dates[Date] >=  start_date_qtd_sply &&  cal_end_dates[Date] <= end_date_sply
			)
			RETURN
			_accts",Measure calculating ssr history target acct time spent qtd sply. Respects the current filter context.,"#,##0"" hrs""",8fd1dc27-6150-4b61-a905-baacd541115d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_time_spent_ytd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			
			var _accts = CALCULATE(
			    [meas.ssr_history_total_adj_duration_hrs],
			    cal_end_dates[Date] >=  start_date_ytd &&  cal_end_dates[Date] <= end_date
			)
			RETURN
			_accts",Measure calculating ssr history target acct time spent ytd. Respects the current filter context.,"#,##0"" hrs""",4ca0a8c0-3c99-4732-9486-b36a1c2c588e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_time_spent_ytd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var _accts = CALCULATE(
			    [meas.ssr_history_total_adj_duration_hrs],
			    cal_end_dates[Date] >=  start_date_ytd_sply &&  cal_end_dates[Date] <= end_date_sply
			)
			RETURN
			_accts",Measure calculating ssr history target acct time spent ytd sply. Respects the current filter context.,"#,##0"" hrs""",4fc68dc7-d398-4de4-ab99-96511cd16559
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_time_spent_mtd_sply_dif,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var _mtd = CALCULATE(
			    [meas.ssr_history_total_adj_duration_hrs],   // get the mtd spent time
			    cal_end_dates[Date] >=  start_date_mtd &&  cal_end_dates[Date] <= end_date
			)
			
			var _mtd_sply = CALCULATE(
			    [meas.ssr_history_total_adj_duration_hrs],
			    cal_end_dates[Date] >=  start_date_mtd_sply &&  cal_end_dates[Date] <= end_date_sply    // get the mtd sply
			)
			
			var res  = DIVIDE(_mtd - _mtd_sply, _mtd_sply)
			RETURN
			res",Measure calculating ssr history target acct time spent mtd sply dif. Respects the current filter context.,"+0%;-0%;""-""",2d7a19bb-7501-4274-86db-3426fd45ec88
